secid,date,exdate,strike_price,cp_flag,impl_volatility,best_bid,best_offer,volume,delta
101755.0,2024-05-20,2024-06-21,15.0,P,0.481237,0.35,0.4,12.0,-0.248297
101755.0,2024-05-21,2024-06-21,17.5,C,0.466647,0.5,0.6,20.0,0.377548
101755.0,2024-05-21,2024-06-21,19.0,C,0.480509,0.15,0.3,39.0,0.187988
101755.0,2024-05-21,2024-06-21,18.0,C,0.463838,0.35,0.45,31.0,0.300631
101755.0,2024-05-21,2024-06-21,16.0,C,0.493576,1.2,1.35,25.0,0.630492
101755.0,2024-05-22,2024-06-21,17.5,C,0.381555,0.0,1.8,111.0,0.573741
101755.0,2024-05-22,2024-06-21,15.0,C,0.493224,2.75,3.0,101.0,0.895737
101755.0,2024-05-22,2024-06-21,20.0,P,0.235642,1.65,2.95,30.0,-0.993146
101755.0,2024-05-22,2024-06-21,19.0,C,0.365798,0.0,0.6,116.0,0.276346
101755.0,2024-05-22,2024-06-21,18.5,C,0.383205,0.0,0.95,18.0,0.374706
101755.0,2024-05-22,2024-06-21,18.0,C,0.475052,0.75,0.95,53.0,0.486702
101755.0,2024-05-24,2024-07-19,17.0,P,0.483689,1.4,1.5,74.0,-0.501862
101755.0,2024-05-24,2024-07-19,16.0,P,0.490354,0.9,1.0,64.0,-0.378181
101755.0,2024-05-29,2024-06-28,18.0,C,0.490612,0.25,0.5,11.0,0.281877
101755.0,2024-05-31,2024-07-19,17.0,C,0.498757,0.85,1.0,15.0,0.454988
101755.0,2024-06-03,2024-07-19,16.0,C,0.257705,0.0,1.5,60.0,0.597376
101755.0,2024-06-03,2024-07-19,16.0,P,0.492555,0.9,1.05,124.0,-0.419734
101755.0,2024-06-05,2024-07-05,16.5,C,0.263496,0.0,1.1,11.0,0.54812
101755.0,2024-06-06,2024-07-19,17.0,P,0.485285,1.6,1.85,100.0,-0.631197
101755.0,2024-06-07,2024-07-19,16.0,P,0.465281,1.0,1.1,301.0,-0.485231
101755.0,2024-06-07,2024-07-19,15.0,P,0.354992,0.0,0.75,20.0,-0.293366
101755.0,2024-06-07,2024-07-19,17.0,P,0.454507,1.55,1.75,14.0,-0.641927
101755.0,2024-06-07,2024-07-19,16.0,C,0.289837,0.0,1.15,100.0,0.493779
101755.0,2024-06-10,2024-07-19,18.0,C,0.493113,0.2,0.35,11.0,0.206852
101755.0,2024-06-10,2024-07-19,15.0,P,0.416948,0.5,0.65,16.0,-0.357476
101755.0,2024-06-11,2024-07-19,16.0,C,0.266883,0.0,1.2,307.0,0.545418
101755.0,2024-06-12,2024-07-26,19.0,C,0.413393,0.0,0.6,23.0,0.229307
101755.0,2024-06-12,2024-07-19,19.0,C,0.428883,0.0,0.5,304.0,0.206077
101755.0,2024-06-12,2024-07-26,18.5,C,0.495188,0.45,0.7,32.0,0.33077
101755.0,2024-06-13,2024-07-19,15.0,P,0.345686,0.25,0.35,15.0,-0.254949
101755.0,2024-06-14,2024-07-19,16.0,C,0.475626,1.25,1.35,80.0,0.631608
101755.0,2024-06-14,2024-07-19,19.0,C,0.393563,0.0,0.3,585.0,0.151237
101755.0,2024-06-14,2024-07-19,18.0,C,0.4632,0.4,0.5,27.0,0.315863
101755.0,2024-06-14,2024-07-19,15.0,C,0.473602,1.85,2.05,80.0,0.781301
101755.0,2024-06-17,2024-07-26,16.5,C,0.261971,0.0,1.3,10.0,0.563713
101755.0,2024-06-17,2024-07-19,19.0,C,0.490682,0.2,0.3,29.0,0.199222
101755.0,2024-06-17,2024-07-19,16.0,C,0.483905,1.2,1.35,10.0,0.632944
101755.0,2024-06-17,2024-07-19,18.0,C,0.470077,0.4,0.45,230.0,0.308756
101755.0,2024-06-17,2024-07-19,17.0,C,0.479578,0.75,0.8,62.0,0.466251
101755.0,2024-06-18,2024-07-19,16.0,C,0.480148,1.3,1.45,100.0,0.663705
101755.0,2024-06-18,2024-08-02,16.5,C,0.376026,0.0,2.15,151.0,0.594355
101755.0,2024-06-18,2024-07-19,19.0,C,0.488754,0.25,0.3,40.0,0.215804
101755.0,2024-06-18,2024-07-19,18.0,C,0.485966,0.45,0.55,267.0,0.340741
101755.0,2024-06-18,2024-07-19,17.0,C,0.479745,0.8,0.9,26.0,0.496206
101755.0,2024-06-20,2024-07-26,17.0,C,0.277271,0.0,1.25,20.0,0.536678
101755.0,2024-06-20,2024-07-26,20.0,C,0.453261,0.0,0.35,130.0,0.14904
101755.0,2024-06-24,2024-07-26,18.0,P,0.473871,0.85,1.05,100.0,-0.444936
101755.0,2024-08-06,2024-09-20,19.0,C,0.483126,1.5,3.2,55.0,0.722996
101755.0,2024-09-17,2024-10-18,23.0,C,0.456637,2.0,3.3,76.0,0.773499
101755.0,2024-09-18,2024-10-18,24.0,P,0.428829,0.0,1.3,26.0,-0.307292
101755.0,2024-09-24,2024-10-25,22.0,P,0.411864,0.0,1.05,15.0,-0.283968
101755.0,2024-11-04,2024-12-06,24.5,C,0.487678,0.05,2.15,12.0,0.462066
101755.0,2024-11-04,2024-12-20,22.0,P,0.459292,0.05,1.1,34.0,-0.230133
101755.0,2024-11-11,2024-12-20,28.0,P,0.433613,0.05,1.15,14.0,-0.223392
101755.0,2024-11-12,2024-12-27,28.5,P,0.453556,0.05,1.8,15.0,-0.278637
104509.0,2022-01-03,2022-02-18,20.0,C,0.42822,0.7,0.9,10.0,0.413546
104509.0,2022-01-03,2022-02-18,19.0,C,0.4296,1.1,1.35,23.0,0.547722
104509.0,2022-01-03,2022-02-18,24.0,C,0.431537,0.05,0.15,31.0,0.079776
104509.0,2022-01-03,2022-02-18,21.0,C,0.395213,0.35,0.5,11.0,0.275325
104509.0,2022-01-03,2022-02-18,18.0,C,0.467258,1.75,2.0,25.0,0.673673
104509.0,2022-01-04,2022-02-18,18.0,C,0.457617,1.5,1.65,30.0,0.627755
104509.0,2022-01-05,2022-02-18,20.0,C,0.46903,0.35,0.55,26.0,0.271715
104509.0,2022-01-05,2022-02-18,17.0,P,0.470255,0.55,0.95,11.0,-0.345593
104509.0,2022-01-06,2022-02-18,20.0,C,0.431526,0.3,0.6,21.0,0.286985
104509.0,2022-01-06,2022-02-18,19.0,C,0.422263,0.55,0.9,22.0,0.411928
104509.0,2022-01-06,2022-02-18,25.0,C,0.452562,0.0,0.05,10.0,0.024568
104509.0,2022-01-10,2022-02-18,19.0,C,0.430853,0.65,0.8,539.0,0.419235
104509.0,2022-01-10,2022-02-18,22.0,C,0.453382,0.1,0.2,19.0,0.119869
104509.0,2022-01-10,2022-02-18,17.0,P,0.466005,0.5,0.6,20.0,-0.290457
104509.0,2022-01-10,2022-02-18,18.0,P,0.448135,0.85,1.0,11.0,-0.429407
104509.0,2022-01-10,2022-02-18,18.0,C,0.382321,0.75,1.35,29.0,0.573708
104509.0,2022-01-11,2022-02-18,19.0,C,0.435539,0.45,0.85,11.0,0.391054
104509.0,2022-01-11,2022-02-18,21.0,C,0.434011,0.15,0.25,101.0,0.158802
104509.0,2022-01-11,2022-02-18,18.0,P,0.404083,0.75,1.05,12.0,-0.456173
104509.0,2022-01-11,2022-02-18,19.0,P,0.440143,1.2,1.95,15.0,-0.603527
104509.0,2022-01-12,2022-02-18,17.0,P,0.440958,0.5,0.65,10.0,-0.323379
104509.0,2022-01-12,2022-02-18,20.0,C,0.434543,0.25,0.4,30.0,0.238067
104509.0,2022-01-13,2022-02-18,18.0,C,0.454029,0.8,0.95,50.0,0.482116
104509.0,2022-01-13,2022-02-18,17.0,P,0.417832,0.5,0.7,59.0,-0.353098
104509.0,2022-01-13,2022-02-18,17.0,C,0.462741,1.2,1.6,106.0,0.638707
104509.0,2022-01-13,2022-02-18,18.0,P,0.399247,0.75,1.35,24.0,-0.526154
104509.0,2022-01-13,2022-02-18,21.0,C,0.4906,0.1,0.3,100.0,0.150761
104509.0,2022-01-14,2022-02-18,20.0,C,0.436589,0.25,0.45,15.0,0.254532
104509.0,2022-01-14,2022-02-18,18.0,P,0.464953,0.9,1.05,13.0,-0.452254
104509.0,2022-01-14,2022-02-18,21.0,C,0.448001,0.15,0.25,24.0,0.160671
104509.0,2022-01-14,2022-02-18,19.0,C,0.437587,0.55,0.7,22.0,0.389703
104509.0,2022-01-18,2022-02-18,18.0,C,0.483431,0.25,0.85,13.0,0.3663
104509.0,2022-01-18,2022-02-18,17.0,P,0.413446,0.4,1.35,61.0,-0.484929
104509.0,2022-01-19,2022-02-18,16.0,P,0.468873,0.4,0.5,30.0,-0.290693
104509.0,2022-01-19,2022-02-18,17.0,C,0.494117,0.9,1.1,11.0,0.540413
104509.0,2022-01-19,2022-02-18,19.0,C,0.489702,0.25,0.4,19.0,0.244883
104509.0,2022-01-19,2022-02-18,20.0,C,0.495331,0.1,0.25,15.0,0.148595
104509.0,2022-01-26,2022-03-18,22.0,C,0.472625,0.05,0.35,10.0,0.134905
104509.0,2022-01-26,2022-03-18,21.0,C,0.471806,0.1,0.55,12.0,0.199967
104509.0,2022-02-01,2022-03-18,20.0,C,0.453693,0.4,0.55,10.0,0.285202
104509.0,2022-02-04,2022-03-18,20.0,C,0.459971,0.6,0.8,51.0,0.375312
104509.0,2022-02-04,2022-03-18,21.0,C,0.442799,0.3,0.5,115.0,0.254366
104509.0,2022-02-04,2022-03-18,19.0,C,0.448912,0.9,1.2,11.0,0.502862
104509.0,2022-02-04,2022-03-18,24.0,C,0.478701,0.0,0.2,20.0,0.077493
104509.0,2022-02-07,2022-03-18,22.0,C,0.396705,0.05,0.3,24.0,0.145529
104509.0,2022-02-08,2022-03-18,22.0,P,0.333645,2.9,3.5,10.0,-0.908983
104509.0,2022-02-09,2022-03-18,18.0,P,0.365987,0.4,0.6,10.0,-0.317217
104509.0,2022-02-09,2022-03-18,21.0,C,0.48244,0.4,0.5,16.0,0.271471
104509.0,2022-02-09,2022-03-18,22.0,C,0.488573,0.2,0.35,23.0,0.182218
104509.0,2022-02-09,2022-03-18,17.0,P,0.475377,0.25,0.55,10.0,-0.218865
104509.0,2022-02-10,2022-03-18,19.0,P,0.482223,1.05,1.35,11.0,-0.484106
104509.0,2022-02-10,2022-03-18,21.0,C,0.4398,0.25,0.45,11.0,0.242412
104509.0,2022-02-11,2022-03-18,21.0,C,0.449387,0.2,0.45,12.0,0.229297
104509.0,2022-02-15,2022-03-18,20.0,C,0.458177,0.45,0.8,10.0,0.379595
104509.0,2022-02-15,2022-03-18,21.0,C,0.454782,0.25,0.45,10.0,0.247833
104509.0,2022-02-16,2022-03-18,19.0,P,0.317461,0.75,1.0,31.0,-0.551154
104509.0,2022-02-16,2022-03-18,20.0,C,0.498484,0.5,0.65,62.0,0.346863
104509.0,2022-02-16,2022-03-18,21.0,C,0.478914,0.2,0.4,57.0,0.216897
104509.0,2022-02-16,2022-03-18,17.0,P,0.404921,0.15,0.35,25.0,-0.192154
104509.0,2022-02-22,2022-04-14,22.0,C,0.452088,0.3,0.5,13.0,0.228271
104509.0,2022-02-23,2022-04-14,20.0,C,0.493678,0.9,1.25,19.0,0.449474
104509.0,2022-02-23,2022-04-14,23.0,C,0.450267,0.05,0.45,11.0,0.158625
104509.0,2022-02-24,2022-04-14,22.0,C,0.49618,0.4,1.1,64.0,0.339676
104509.0,2022-02-28,2022-04-14,22.0,C,0.485602,0.55,1.0,11.0,0.358029
104509.0,2022-03-01,2022-04-14,23.0,C,0.433597,0.2,0.6,266.0,0.236628
104509.0,2022-03-02,2022-04-14,23.0,C,0.438264,0.45,0.65,42.0,0.297505
104509.0,2022-03-03,2022-04-14,24.0,C,0.361187,0.05,0.35,10.0,0.156421
104509.0,2022-03-03,2022-04-14,22.0,P,0.363828,1.35,1.85,10.0,-0.61561
104509.0,2022-03-03,2022-04-14,23.0,C,0.395403,0.25,0.65,21.0,0.27639
104509.0,2022-03-03,2022-04-14,22.0,C,0.363414,0.4,0.9,969.0,0.383378
104509.0,2022-03-08,2022-04-14,19.0,P,0.435515,0.5,0.75,12.0,-0.314565
104509.0,2022-03-09,2022-04-14,23.0,C,0.473269,0.35,0.5,27.0,0.248993
104509.0,2022-03-09,2022-04-14,22.0,C,0.461203,0.45,0.85,100.0,0.349363
104509.0,2022-03-09,2022-04-14,19.0,P,0.49397,0.3,0.9,21.0,-0.27574
104509.0,2022-03-10,2022-04-14,22.0,C,0.469807,0.65,1.0,26.0,0.407467
104509.0,2022-03-10,2022-04-14,23.0,C,0.436272,0.3,0.6,10.0,0.274444
104509.0,2022-03-11,2022-04-14,23.0,C,0.490002,0.25,0.65,10.0,0.258298
104509.0,2022-03-14,2022-04-14,20.0,P,0.429546,0.65,0.9,102.0,-0.394037
104509.0,2022-03-14,2022-04-14,19.0,P,0.451311,0.35,0.55,29.0,-0.257477
104509.0,2022-03-14,2022-04-14,21.0,P,0.441225,1.2,1.45,16.0,-0.544826
104509.0,2022-03-22,2022-05-20,22.0,C,0.477866,1.15,1.5,36.0,0.469219
104509.0,2022-03-22,2022-05-20,23.0,C,0.494827,0.8,1.25,12.0,0.383087
104509.0,2022-03-23,2022-05-20,22.0,C,0.448492,0.85,1.6,11.0,0.465576
104509.0,2022-03-25,2022-05-20,24.0,C,0.452122,0.6,0.8,47.0,0.309409
104509.0,2022-03-25,2022-05-20,23.0,P,0.428235,1.85,2.7,10.0,-0.603799
104509.0,2022-03-28,2022-05-20,25.0,C,0.394365,0.1,0.55,15.0,0.192875
104509.0,2022-03-28,2022-05-20,20.0,P,0.491606,0.55,1.15,16.0,-0.297497
104509.0,2022-03-29,2022-05-20,21.0,P,0.461211,0.8,1.35,17.0,-0.368598
104509.0,2022-03-29,2022-05-20,23.0,C,0.453108,0.85,1.25,115.0,0.42159
104509.0,2022-03-29,2022-05-20,22.0,P,0.433666,1.25,1.7,10.0,-0.474973
104509.0,2022-03-29,2022-05-20,25.0,C,0.44097,0.4,0.55,44.0,0.239105
104509.0,2022-03-30,2022-05-20,21.0,P,0.473783,0.6,1.5,18.0,-0.351461
104509.0,2022-03-30,2022-05-20,25.0,C,0.429072,0.3,0.65,26.0,0.242926
104509.0,2022-03-30,2022-05-20,24.0,C,0.47431,0.75,0.95,17.0,0.351412
104509.0,2022-03-31,2022-05-20,24.0,C,0.474518,0.7,1.05,27.0,0.360322
104509.0,2022-03-31,2022-05-20,25.0,C,0.451851,0.2,0.9,37.0,0.262886
104509.0,2022-03-31,2022-05-20,20.0,P,0.485629,0.55,0.8,34.0,-0.250683
104509.0,2022-04-01,2022-05-20,23.0,C,0.471365,1.2,1.65,24.0,0.503094
104509.0,2022-04-01,2022-05-20,24.0,C,0.413503,0.5,1.2,10.0,0.383224
104509.0,2022-04-01,2022-05-20,25.0,C,0.380161,0.25,0.7,10.0,0.263982
104509.0,2022-04-01,2022-05-20,26.0,C,0.416507,0.25,0.5,10.0,0.20546
104509.0,2022-04-04,2022-05-20,25.0,C,0.476593,0.3,0.95,28.0,0.286449
104509.0,2022-04-04,2022-05-20,26.0,C,0.433512,0.1,0.55,50.0,0.183518
104509.0,2022-04-04,2022-05-20,23.0,P,0.262864,0.9,1.6,15.0,-0.591827
104509.0,2022-04-05,2022-05-20,19.0,C,0.301462,3.1,4.7,17.0,0.993493
104509.0,2022-04-05,2022-05-20,24.0,C,0.499872,0.9,1.3,35.0,0.416739
104509.0,2022-04-05,2022-05-20,25.0,C,0.423627,0.35,0.8,21.0,0.290592
104509.0,2022-04-05,2022-05-20,26.0,C,0.467364,0.35,0.6,10.0,0.234154
104509.0,2022-04-05,2022-05-20,27.0,C,0.405232,0.05,0.35,45.0,0.130266
104509.0,2022-04-05,2022-05-20,23.0,P,0.495353,1.35,2.05,12.0,-0.484853
104509.0,2022-04-06,2022-05-20,25.0,C,0.477652,0.3,1.0,16.0,0.296662
104509.0,2022-04-06,2022-05-20,26.0,C,0.492917,0.15,0.8,10.0,0.227444
104509.0,2022-04-07,2022-05-20,25.0,C,0.453971,0.25,1.0,76.0,0.299462
104509.0,2022-04-07,2022-05-20,23.0,P,0.422465,1.0,1.9,10.0,-0.496886
104509.0,2022-04-07,2022-05-20,24.0,P,0.459077,1.65,2.7,41.0,-0.597647
104509.0,2022-04-08,2022-05-20,25.0,C,0.491132,0.35,0.95,21.0,0.295817
104509.0,2022-04-12,2022-05-20,23.0,C,0.495986,0.6,1.25,14.0,0.406375
104509.0,2022-04-12,2022-05-20,24.0,C,0.497464,0.3,0.95,22.0,0.303063
104509.0,2022-04-13,2022-05-20,23.0,C,0.495558,1.0,1.5,33.0,0.491404
104509.0,2022-04-13,2022-05-20,25.0,C,0.469964,0.25,0.8,13.0,0.271454
104509.0,2022-04-14,2022-05-20,24.0,C,0.470645,0.8,1.0,110.0,0.403026
104509.0,2022-04-14,2022-05-20,25.0,C,0.47066,0.2,1.0,43.0,0.299988
104509.0,2022-04-14,2022-05-20,26.0,C,0.440222,0.1,0.55,11.0,0.196078
104509.0,2022-04-18,2022-05-20,24.0,C,0.49009,0.5,1.0,53.0,0.362157
104509.0,2022-04-18,2022-05-20,22.0,C,0.495779,1.3,1.95,10.0,0.605892
104509.0,2022-04-18,2022-05-20,25.0,C,0.496789,0.0,1.0,40.0,0.264937
104509.0,2022-04-18,2022-05-20,21.0,P,0.472974,0.5,0.7,192.0,-0.279759
104509.0,2022-04-18,2022-05-20,22.0,P,0.406644,0.6,1.05,79.0,-0.392774
104509.0,2022-04-19,2022-05-20,22.0,P,0.435048,0.85,1.1,17.0,-0.423395
104509.0,2022-04-19,2022-05-20,23.0,P,0.404673,1.3,1.6,31.0,-0.568317
104509.0,2022-04-20,2022-05-20,24.0,C,0.482415,0.55,0.95,36.0,0.372307
104509.0,2022-04-25,2022-06-17,23.0,P,0.405283,1.25,2.1,151.0,-0.519671
104509.0,2022-04-26,2022-06-17,27.0,C,0.441265,0.0,0.5,10.0,0.141865
104509.0,2022-04-27,2022-06-17,24.0,C,0.452056,0.7,1.25,28.0,0.395528
104509.0,2022-04-29,2022-06-17,25.0,C,0.489126,0.4,0.8,12.0,0.269067
104509.0,2022-05-02,2022-06-17,24.0,C,0.48045,0.85,1.15,25.0,0.399427
104509.0,2022-05-04,2022-06-17,22.0,P,0.492037,1.1,1.3,11.0,-0.392379
104509.0,2022-05-11,2022-06-17,21.0,C,0.491464,0.65,0.9,10.0,0.387394
104509.0,2022-05-16,2022-06-17,23.0,C,0.498856,0.15,0.45,10.0,0.194425
104509.0,2022-05-17,2022-06-17,22.0,P,0.495731,1.55,2.6,43.0,-0.649297
104509.0,2022-05-17,2022-06-17,22.0,C,0.453949,0.4,0.7,959.0,0.329004
104509.0,2022-05-18,2022-06-17,18.0,P,0.496191,0.3,0.7,36.0,-0.272358
104509.0,2022-05-24,2022-07-15,19.0,C,0.457184,0.65,0.8,10.0,0.37607
104509.0,2022-05-26,2022-07-15,20.0,C,0.484993,0.45,0.65,11.0,0.294776
104509.0,2022-05-26,2022-07-15,18.0,C,0.479702,1.05,1.4,11.0,0.525464
104509.0,2022-05-27,2022-07-15,20.0,C,0.420103,0.2,0.65,32.0,0.269347
104509.0,2022-05-27,2022-07-15,22.0,C,0.451176,0.1,0.25,104.0,0.125058
104509.0,2022-05-31,2022-07-15,18.0,P,0.345725,0.6,1.05,10.0,-0.451874
104509.0,2022-05-31,2022-07-15,16.0,P,0.430264,0.05,0.55,20.0,-0.184029
104509.0,2022-05-31,2022-07-15,19.0,C,0.4162,0.5,0.9,10.0,0.401265
104509.0,2022-06-01,2022-07-15,17.0,P,0.459816,0.45,0.7,66.0,-0.286143
104509.0,2022-06-01,2022-07-15,20.0,C,0.450849,0.45,0.65,13.0,0.318653
104509.0,2022-06-02,2022-07-15,18.0,P,0.423167,0.6,0.85,78.0,-0.360345
104509.0,2022-06-03,2022-07-15,18.0,P,0.284561,0.1,0.75,10.0,-0.330481
104509.0,2022-06-06,2022-07-15,18.0,P,0.424451,0.55,0.8,10.0,-0.354017
104509.0,2022-06-07,2022-07-15,20.0,C,0.489054,0.7,1.0,34.0,0.421971
104509.0,2022-06-07,2022-07-15,18.0,P,0.419721,0.4,0.7,10.0,-0.302282
104509.0,2022-06-08,2022-07-15,15.0,P,0.496859,0.0,0.15,10.0,-0.054635
104509.0,2022-06-09,2022-07-15,18.0,P,0.449892,0.6,0.7,60.0,-0.33909
104509.0,2022-06-10,2022-07-15,18.0,P,0.437934,0.85,1.05,143.0,-0.462443
104509.0,2022-06-10,2022-07-15,19.0,C,0.485096,0.65,0.75,10.0,0.394977
104509.0,2022-06-10,2022-07-15,20.0,C,0.487861,0.35,0.5,11.0,0.272736
104509.0,2022-06-10,2022-07-15,17.0,P,0.494218,0.5,0.75,49.0,-0.318326
104509.0,2022-07-07,2022-08-19,25.0,C,0.485094,0.2,0.65,17.0,0.221304
104509.0,2022-07-15,2022-08-19,22.0,C,0.482732,0.75,1.15,29.0,0.43741
104509.0,2022-07-18,2022-09-16,21.0,P,0.494131,1.35,1.45,16.0,-0.402774
104509.0,2022-07-18,2022-08-19,21.0,C,0.477373,1.2,1.75,61.0,0.59581
104509.0,2022-07-18,2022-08-19,22.0,C,0.44787,0.65,1.2,103.0,0.459339
104509.0,2022-07-18,2022-08-19,23.0,C,0.499039,0.55,0.85,24.0,0.352409
104509.0,2022-07-18,2022-08-19,21.0,P,0.45436,0.7,1.1,10.0,-0.400841
104509.0,2022-07-18,2022-09-16,22.0,C,0.469535,1.35,1.6,130.0,0.503157
104509.0,2022-07-19,2022-09-16,23.0,C,0.472247,1.05,1.3,59.0,0.428479
104509.0,2022-07-20,2022-09-16,23.0,C,0.481573,1.15,1.4,16.0,0.448764
104509.0,2022-07-20,2022-08-19,24.0,C,0.478923,0.4,0.6,103.0,0.285238
104509.0,2022-07-20,2022-08-19,22.0,C,0.499507,1.15,1.35,247.0,0.527563
104509.0,2022-07-21,2022-09-16,25.0,C,0.453757,0.25,0.65,12.0,0.222102
104509.0,2022-07-25,2022-09-16,25.0,P,0.457795,3.4,5.3,26.0,-0.817513
104509.0,2022-07-25,2022-09-16,25.0,C,0.492369,0.25,0.55,10.0,0.19852
104509.0,2022-07-26,2022-09-16,23.0,C,0.497329,0.9,1.05,10.0,0.385178
104509.0,2022-07-26,2022-09-16,24.0,C,0.497675,0.65,0.75,23.0,0.302196
104509.0,2022-07-28,2022-09-16,22.0,C,0.495842,0.9,1.1,50.0,0.405713
104509.0,2022-07-28,2022-09-16,20.0,P,0.468658,0.95,1.2,20.0,-0.384882
104509.0,2022-07-29,2022-09-16,23.0,C,0.473974,0.6,0.8,83.0,0.323133
104509.0,2022-07-29,2022-09-16,21.0,C,0.470465,1.35,1.45,108.0,0.525123
104509.0,2022-07-29,2022-09-16,20.0,C,0.440053,1.55,2.1,25.0,0.639744
104509.0,2022-07-29,2022-09-16,22.0,C,0.446515,0.85,1.0,72.0,0.41055
104509.0,2022-07-29,2022-09-16,21.0,P,0.438163,1.3,1.45,28.0,-0.475889
104509.0,2022-07-29,2022-09-16,20.0,P,0.457291,0.9,1.0,20.0,-0.36101
104509.0,2022-07-29,2022-09-16,25.0,C,0.47931,0.25,0.4,30.0,0.177176
104509.0,2022-08-01,2022-09-16,24.0,C,0.47051,0.35,0.55,10.0,0.237301
104509.0,2022-08-01,2022-09-16,21.0,C,0.454943,1.3,1.4,105.0,0.532265
104509.0,2022-08-01,2022-09-16,20.0,P,0.481402,0.9,1.0,103.0,-0.355573
104509.0,2022-08-01,2022-09-16,23.0,C,0.46113,0.55,0.75,20.0,0.318064
104509.0,2022-08-02,2022-09-16,24.0,C,0.459195,0.5,0.6,45.0,0.27843
104509.0,2022-08-02,2022-09-16,21.0,C,0.449312,1.45,1.8,40.0,0.595644
104509.0,2022-08-02,2022-09-16,22.0,P,0.463652,1.45,1.85,12.0,-0.5203
104509.0,2022-08-03,2022-09-16,21.0,C,0.493582,1.55,1.8,30.0,0.581355
104509.0,2022-08-03,2022-09-16,25.0,P,0.438705,3.7,4.0,22.0,-0.827882
104509.0,2022-08-03,2022-09-16,21.0,P,0.454493,1.05,1.2,20.0,-0.417399
104509.0,2022-08-03,2022-09-16,25.0,C,0.494004,0.3,0.5,26.0,0.208903
104509.0,2022-08-08,2022-09-16,27.0,C,0.495385,0.05,0.25,10.0,0.097451
104509.0,2022-08-09,2022-09-16,22.0,C,0.498038,0.9,1.05,32.0,0.428899
104509.0,2022-08-09,2022-09-16,22.0,P,0.498254,1.8,1.95,34.0,-0.57237
104509.0,2022-08-10,2022-09-16,19.0,P,0.481746,0.8,1.05,635.0,-0.398051
104509.0,2022-08-11,2022-09-16,20.0,C,0.490372,0.8,0.95,205.0,0.435337
104509.0,2022-08-11,2022-09-16,20.0,P,0.478677,1.4,1.75,31.0,-0.569732
104509.0,2022-08-11,2022-09-16,19.0,C,0.495024,1.25,1.4,47.0,0.56748
104509.0,2022-08-11,2022-09-16,22.0,C,0.494925,0.3,0.4,32.0,0.219798
104509.0,2022-08-12,2022-09-16,18.0,P,0.474475,0.45,0.55,19.0,-0.266119
104509.0,2022-08-12,2022-09-16,21.0,C,0.467612,0.5,0.65,13.0,0.333388
104509.0,2022-08-12,2022-09-16,20.0,C,0.492052,0.9,1.05,401.0,0.467429
104509.0,2022-08-12,2022-09-16,18.0,C,0.489611,1.95,2.15,11.0,0.72964
104509.0,2022-08-12,2022-09-16,19.0,P,0.437892,0.65,0.95,144.0,-0.395384
104509.0,2022-08-12,2022-09-16,23.0,C,0.487487,0.15,0.3,150.0,0.156345
104509.0,2022-08-16,2022-09-16,18.0,P,0.494282,0.45,0.5,105.0,-0.259949
104509.0,2022-08-16,2022-09-16,20.0,C,0.439953,0.75,0.85,24.0,0.454874
104509.0,2022-08-16,2022-09-16,19.0,C,0.436808,1.2,1.35,158.0,0.613185
104509.0,2022-08-16,2022-09-16,21.0,P,0.454765,1.75,2.15,10.0,-0.684923
104509.0,2022-08-16,2022-09-16,19.0,P,0.446982,0.7,0.8,188.0,-0.389272
104509.0,2022-08-17,2022-09-16,21.0,C,0.480829,0.3,0.6,57.0,0.289431
104509.0,2022-08-17,2022-09-16,20.0,P,0.397342,1.1,1.5,37.0,-0.603389
104509.0,2022-08-17,2022-09-16,19.0,P,0.402699,0.7,0.8,160.0,-0.426569
104509.0,2022-08-17,2022-09-16,18.0,P,0.462148,0.4,0.55,150.0,-0.279377
104509.0,2022-08-17,2022-09-16,19.0,C,0.437464,1.05,1.15,43.0,0.569841
104509.0,2022-08-17,2022-09-16,23.0,C,0.493126,0.1,0.2,21.0,0.118762
104509.0,2022-08-17,2022-09-16,24.0,C,0.487784,0.0,0.15,75.0,0.066781
104509.0,2022-08-22,2022-10-21,21.0,C,0.480878,0.6,0.8,18.0,0.320685
104509.0,2022-08-22,2022-10-21,23.0,C,0.483127,0.05,0.6,11.0,0.175874
104509.0,2022-08-22,2022-10-21,22.0,C,0.479472,0.35,0.6,27.0,0.23901
104509.0,2022-08-23,2022-10-21,21.0,C,0.40954,0.4,0.7,15.0,0.299797
104509.0,2022-08-23,2022-10-21,20.0,C,0.452827,0.85,1.1,156.0,0.424409
104509.0,2022-08-23,2022-10-21,19.0,C,0.441008,1.2,1.5,24.0,0.535899
104509.0,2022-08-23,2022-10-21,18.0,P,0.401566,0.6,0.9,91.0,-0.33463
104509.0,2022-08-24,2022-10-21,21.0,C,0.482402,0.5,0.75,36.0,0.299407
104509.0,2022-08-26,2022-10-21,21.0,C,0.459357,0.3,0.55,10.0,0.239774
104509.0,2022-08-26,2022-10-21,16.0,P,0.472245,0.4,0.5,75.0,-0.213669
104509.0,2022-08-26,2022-10-21,17.0,P,0.460593,0.7,0.8,19.0,-0.317753
104509.0,2022-08-26,2022-10-21,19.0,P,0.481765,1.6,2.05,10.0,-0.549755
104509.0,2022-08-29,2022-10-21,19.0,C,0.443819,0.65,0.95,10.0,0.40341
